CREATE 5374
VERTEX 197 浦北路
VERTEX 198 晋北路
VERTEX 199 新疆路
VERTEX 200 梅川新村
VERTEX 201 中江路
VERTEX 202 十六铺
VERTEX 203 小南门
VERTEX 204 康家桥
VERTEX 205 武定西路
VERTEX 206 南车
VERTEX 207 七宝镇
VERTEX 208 上钢三村
VERTEX 209 新世纪国际俱乐部
VERTEX 210 进才中学
VERTEX 211 浦东巴士
VERTEX 212 白龙潭
VERTEX 213 水泉沟
VERTEX 214 地铁莘庄站
VERTEX 215 水清路
VERTEX 216 广灵四村
VERTEX 217 水电路桥
VERTEX 218 古宜路
VERTEX 219 西区汽车站
VERTEX 220 大柏树
VERTEX 221 玉田支路
VERTEX 222 梅陇四村
VERTEX 223 沪青平公路
VERTEX 224 老沪青路
VERTEX 225 安福路
VERTEX 226 古美八村
VERTEX 227 莲花路古美路
VERTEX 228 福泉路
VERTEX 229 淞虹小区
VERTEX 230 春申路
VERTEX 231 高兴花园
VERTEX 232 打浦桥
VERTEX 233 卢湾中学
VERTEX 234 蓝村路
VERTEX 235 塘桥临沂北路
VERTEX 236 大地村
VERTEX 237 新河
VERTEX 238 灰口
VERTEX 239 寨口
VERTEX 240 塘桥汽车站
VERTEX 241 七浦路
VERTEX 242 天目东路
VERTEX 243 秦家屯
VERTEX 244 桃峪山庄
VERTEX 245 北七家
VERTEX 246 鲁疃北口
VERTEX 247 冯村广场
VERTEX 248 永定中心小学
VERTEX 249 金口路
VERTEX 250 银山路
VERTEX 251 北大南门
VERTEX 252 中关村
VERTEX 253 福建中路
VERTEX 254 金陵东路外滩
VERTEX 255 地铁站
VERTEX 256 中山西路长宁路
VERTEX 257 新闸路
VERTEX 258 虹梅南路
VERTEX 259 闵浦桥
VERTEX 260 都市花园
VERTEX 261 天通苑
VERTEX 262 金海路
VERTEX 263 上海动物园
VERTEX 264 铁道大学
VERTEX 265 南新新村
VERTEX 266 新浦路
VERTEX 267 航校路
VERTEX 268 龙山南路
VERTEX 269 苍梧路
VERTEX 270 市委党校
VERTEX 271 高桥中学
VERTEX 272 海高新村
VERTEX 273 浦江村
VERTEX 274 天马绣花厂
VERTEX 275 奥体西门
VERTEX 276 民族园
VERTEX 277 商城路
VERTEX 278 南泉新村
VERTEX 279 虹漕南路
VERTEX 280 紫荆园
VERTEX 281 北分厂
VERTEX 282 三星庄
VERTEX 283 大场东街
VERTEX 284 海鹰小学
VERTEX 285 后坨
VERTEX 286 牛堡屯
VERTEX 287 北虹路
VERTEX 288 延安中学
VERTEX 289 集心村路
VERTEX 290 李县坟
VERTEX 291 奶子房
VERTEX 292 龙华镇
VERTEX 293 龙里路
VERTEX 294 罗阳一村
VERTEX 295 常熟路
VERTEX 296 乌鲁木齐路
VERTEX 297 东昌路
VERTEX 298 菊园实验学校
VERTEX 299 杨浦体育场
VERTEX 300 三号桥
VERTEX 301 行西
VERTEX 302 长陵
VERTEX 303 裕陵
VERTEX 304 习勤路
VERTEX 305 漕河泾
VERTEX 306 云岭东路
VERTEX 307 华高新村
VERTEX 308 乐园路
VERTEX 309 桥锌
VERTEX 310 营房
VERTEX 311 苏民
VERTEX 312 西瞿
VERTEX 313 茅台路
VERTEX 314 水城路
VERTEX 315 浦东南路
VERTEX 316 上南二屯
VERTEX 317 罗城路
VERTEX 318 上海植物园
VERTEX 319 曹家渡
VERTEX 320 长宁火车站
VERTEX 321 白虎涧路口
VERTEX 322 西贯市
VERTEX 323 塘湾
VERTEX 324 吴家宅
VERTEX 325 长辛店公社
VERTEX 326 张郭庄东口
VERTEX 327 白渡桥
VERTEX 328 南京东路
VERTEX 329 交通大学
VERTEX 330 徐家汇广场
VERTEX 331 陈家宅
VERTEX 332 护塘桥
VERTEX 333 复兴东路
VERTEX 334 建国东路
VERTEX 335 陆家揠
VERTEX 336 吴家巷
VERTEX 337 邵家宅
VERTEX 338 邵弄
VERTEX 339 梅园村
VERTEX 340 羌巷
VERTEX 341 虹镇老街
VERTEX 342 张家巷
VERTEX 343 漕溪北路
VERTEX 344 凯旋路
VERTEX 345 上岸环岛
VERTEX 346 上岸种植园
VERTEX 347 张江
VERTEX 348 张江中学
VERTEX 349 武进路
VERTEX 350 国定路
VERTEX 351 国泰路
VERTEX 352 川桥路
VERTEX 353 国定新村
VERTEX 354 凇沪路
VERTEX 355 田家府
VERTEX 356 玉甫上营
VERTEX 357 黑山北街
VERTEX 358 黑山公园北口
VERTEX 359 科苑路
VERTEX 360 龙阳路地铁机务段
VERTEX 361 归昌路
VERTEX 362 周桥新村
VERTEX 363 中山西路天山路
VERTEX 364 古美三村
VERTEX 365 新华路
VERTEX 366 张家宅
VERTEX 367 关渡河
VERTEX 368 凯甲坟
VERTEX 369 原始部落道口
VERTEX 370 东方路
VERTEX 371 梅园新村
VERTEX 372 南京西路
VERTEX 373 石门一路
VERTEX 374 恩济西街
VERTEX 375 路
VERTEX 376 曹安路
VERTEX 377 万镇路
VERTEX 378 三汀沟
VERTEX 379 杨泰路
VERTEX 380 虬江路
VERTEX 381 桂林路
VERTEX 382 田林路
VERTEX 383 南邵
VERTEX 384 水泥管厂
VERTEX 385 陆家宅一曹杨八村
VERTEX 386 真如西村
VERTEX 387 营口路
VERTEX 388 环镇北路
VERTEX 389 乾溪新村
VERTEX 390 古美西路
VERTEX 391 平阳三村
VERTEX 392 肺科医院
VERTEX 393 汾阳路
VERTEX 394 永嘉路
VERTEX 395 大华二村
VERTEX 396 真金路
VERTEX 397 沈家宅
VERTEX 398 翔殷路桥
VERTEX 399 梨园东里
VERTEX 400 杨家洼
VERTEX 401 煤气站
VERTEX 402 同普路
VERTEX 403 浦交公司
VERTEX 404 呼玛新村
VERTEX 405 北京游乐园
VERTEX 406 光明桥
VERTEX 407 莘松新村
VERTEX 408 莘庄科技馆
VERTEX 409 东门路
VERTEX 410 小东门
VERTEX 411 打浦路中山南一路
VERTEX 412 瞿溪路
VERTEX 413 蒙自东路
VERTEX 414 徐家汇路
VERTEX 415 龙泉花园
VERTEX 416 双峪环岛南口
VERTEX 417 长寿路
VERTEX 418 武宁新村
VERTEX 419 肺科病院
VERTEX 420 政民路
VERTEX 421 恒大桥
VERTEX 422 中林
VERTEX 423 共和路
VERTEX 424 恒丰路
VERTEX 425 机场广场
VERTEX 426 泰东路
VERTEX 427 歇浦路
VERTEX 428 樊家宅
VERTEX 429 合建
VERTEX 430 康健商城
VERTEX 431 超梁子
VERTEX 432 养鱼池
VERTEX 433 军工路
VERTEX 434 民主新村
VERTEX 435 横浜桥
VERTEX 436 黑木桥
VERTEX 437 公交架校
VERTEX 438 狼垡北站
VERTEX 439 化工学院
VERTEX 440 麦克花园
VERTEX 441 广顺路
VERTEX 442 协和路
VERTEX 443 长青公园
VERTEX 444 新世纪
VERTEX 445 北石路
VERTEX 446 枫林路中山医院
VERTEX 447 建国西路
VERTEX 448 上海大学
VERTEX 449 五汽冠忠
VERTEX 450 旅顺路
VERTEX 451 南马村
VERTEX 452 漕宝路停车场
VERTEX 453 龚路镇
VERTEX 454 王港镇
VERTEX 455 曹杨八村
VERTEX 456 真如西村浦
VERTEX 457 民京路
VERTEX 458 世界路
VERTEX 459 城子职高
VERTEX 460 水闸
VERTEX 461 杨家侨
VERTEX 462 泰和路
VERTEX 463 侯家宅
VERTEX 464 甘泉医院
VERTEX 465 龙潭
VERTEX 466 广粤路
VERTEX 467 民晏路
VERTEX 468 凌河路
VERTEX 469 上川路
VERTEX 470 宝仪花苑
VERTEX 471 友谊村
VERTEX 472 花木路
VERTEX 473 潘桥
VERTEX 474 姜家桥
VERTEX 475 余庆桥
VERTEX 476 莘凌路
VERTEX 477 莘庄镇
VERTEX 478 东华镇装箱公司
VERTEX 479 严家宅
VERTEX 480 江安路
VERTEX 481 锦江乐园
VERTEX 482 巴士一汽
VERTEX 483 柏福
VERTEX 484 后伏
VERTEX 485 田林宾馆
VERTEX 486 兰州路
VERTEX 487 浦东大道
VERTEX 488 罗景路
VERTEX 489 罗阳二村
VERTEX 490 保税区
VERTEX 491 港区
VERTEX 492 金沙江路
VERTEX 493 云岭路
VERTEX 494 莲花超市
VERTEX 495 源深路
VERTEX 496 长虹新村
VERTEX 497 虹桥镇
VERTEX 498 龙州路
VERTEX 499 梅陇十一村
VERTEX 500 北太平庄
VERTEX 501 体育师范大学
VERTEX 502 易初莲花
VERTEX 503 东方医院
VERTEX 504 泰东路渡口
VERTEX 505 七号桥
VERTEX 506 李旗庄
VERTEX 507 直属库
VERTEX 508 巴士四汽
VERTEX 509 黄村七街
VERTEX 510 十二场
VERTEX 511 北宝兴路
VERTEX 512 民晏路北宝兴路
VERTEX 513 虹古路
VERTEX 514 虹桥开发区
VERTEX 515 卫星站
VERTEX 516 宝北村
VERTEX 517 万科城市花苑
VERTEX 518 田林十一村
VERTEX 519 田林新村
VERTEX 520 结核医院
VERTEX 521 武川路
VERTEX 522 四川北路
VERTEX 523 杨家桥
VERTEX 524 真光路
VERTEX 525 昌里路
VERTEX 526 德州路
VERTEX 527 共和新村
VERTEX 528 和田路
VERTEX 529 宝山路
VERTEX 530 景风路
VERTEX 531 彭浦新村
VERTEX 532 哈密路
VERTEX 533 凌桥
VERTEX 534 长阳路
VERTEX 535 唐山路
VERTEX 536 临忻路
VERTEX 537 莲南路
VERTEX 538 上南新村
VERTEX 539 古美路
VERTEX 540 古美五村
VERTEX 541 宛平路
VERTEX 542 武康路
VERTEX 543 曹阳路
VERTEX 544 和平新村
VERTEX 545 缝纫机二厂
VERTEX 546 龙华
VERTEX 547 芳园里西站
VERTEX 548 芳园西路
VERTEX 549 长顺路
VERTEX 550 伊犁路
VERTEX 551 东方大厦
VERTEX 552 花园小区
VERTEX 553 虬江桥
VERTEX 554 虬江新镇
VERTEX 555 红寺村
VERTEX 556 肖村
VERTEX 557 金沪路
VERTEX 558 云桥路
VERTEX 559 莲园路
VERTEX 560 天池
VERTEX 561 划船俱乐部
VERTEX 562 科技园
VERTEX 563 望京北路
VERTEX 564 杨浦大桥松藩路
VERTEX 565 杨树浦路
VERTEX 566 金杨新村
VERTEX 567 共和新路
VERTEX 568 共和新路芷江西路
VERTEX 569 新村路真华路
VERTEX 570 国权北路
VERTEX 571 沽源路
VERTEX 572 篷莱路
VERTEX 573 尚文路
VERTEX 574 佳林路
VERTEX 575 张桥
VERTEX 576 国和路
VERTEX 577 国和一村
VERTEX 578 溧阳路
VERTEX 579 化工路西口
VERTEX 580 双井
VERTEX 581 西苑中医院
VERTEX 582 芙蓉里
VERTEX 583 电力所
VERTEX 584 运光路
VERTEX 585 带钢厂
VERTEX 586 沥青厂
VERTEX 587 吴中路
VERTEX 588 星光村
VERTEX 589 真西饭店
VERTEX 590 仙霞宾馆
VERTEX 591 芙蓉江路招呼站
VERTEX 592 同济大学
VERTEX 593 蓬莱公园
VERTEX 594 沪青公路
VERTEX 595 金雨路
VERTEX 596 五号桥
VERTEX 597 陆行
VERTEX 598 唐镇
VERTEX 599 红都市场
VERTEX 600 银都路
VERTEX 601 凌兆海
VERTEX 602 长航锚地
VERTEX 603 闸北水厂
VERTEX 604 安贞桥
VERTEX 605 和平西街
VERTEX 606 二结核病医院
VERTEX 607 虹桥路
VERTEX 608 共江花苑
VERTEX 609 纪江路
VERTEX 610 城隍庙
VERTEX 611 保乐路
VERTEX 612 解放路
VERTEX 613 锦西路
VERTEX 614 艾南
VERTEX 615 艾镇
VERTEX 616 南车站路
VERTEX 617 宝交公司
VERTEX 618 友谊路
VERTEX 619 齐河路
VERTEX 620 上南中学
VERTEX 621 塘沽路
VERTEX 622 八佰伴
VERTEX 623 金桥管理中心
VERTEX 624 陆行中学
VERTEX 625 钳屯乡
VERTEX 626 香河农业开发区
VERTEX 627 田村小区
VERTEX 628 玉阜嘉园
VERTEX 629 黄河路
VERTEX 630 纪念路
VERTEX 631 高雄路
VERTEX 632 西藏南路
VERTEX 633 黄桦路
VERTEX 634 龙柏新村
VERTEX 635 高安路
VERTEX 636 浦电路浦东南路
VERTEX 637 崂山东路
VERTEX 638 龙华医路
VERTEX 639 宛平南路
VERTEX 640 华泾路
VERTEX 641 彭江路
VERTEX 642 汶水路
VERTEX 643 江浦路延吉西路
VERTEX 644 双阳路
VERTEX 645 复兴中路
VERTEX 646 喜太路
VERTEX 647 植物园
VERTEX 648 江西中路
VERTEX 649 延安东路外滩
VERTEX 650 春晓路
VERTEX 651 张江高科技开发区
VERTEX 652 长乐路下客站
VERTEX 653 谈家渡路
VERTEX 654 武宁路
VERTEX 655 三渡河
VERTEX 656 宁国路
VERTEX 657 侯家木桥
VERTEX 658 水产路
VERTEX 659 水产中路
VERTEX 660 普善路沪太路
VERTEX 661 常德路
VERTEX 662 陕西北路
VERTEX 663 海通花园
VERTEX 664 营房桥
VERTEX 665 第一八佰伴
VERTEX 666 恒大广场
VERTEX 667 同福
VERTEX 668 下南路
VERTEX 669 铁指医院
VERTEX 670 新闻医院
VERTEX 671 真源小区
VERTEX 672 辛庄
VERTEX 673 辛庄东站
VERTEX 674 和龙路
VERTEX 675 市七医院
VERTEX 676 浦汇塘路
VERTEX 677 徐家汇
VERTEX 678 第二结核病院
VERTEX 679 华亭宾馆
VERTEX 680 府村路
VERTEX 681 兰溪路
VERTEX 682 团桂路口
VERTEX 683 团河村
VERTEX 684 复兴岛
VERTEX 685 新北门
VERTEX 686 新海关
VERTEX 687 俞家港
VERTEX 688 居里路
VERTEX 689 李时珍路
VERTEX 690 巨野路
VERTEX 691 罗山路
VERTEX 692 永乐路
VERTEX 693 永清路
VERTEX 694 潍坊路
VERTEX 695 武夷路
VERTEX 696 马风岗
VERTEX 697 永和庄
VERTEX 698 龙华停车场
VERTEX 699 缝纫机厂
VERTEX 700 海潮路
VERTEX 701 上庄畜牧队
VERTEX 702 永丰屯
VERTEX 703 喜泰路
VERTEX 704 凌兆新村
VERTEX 705 灵岩南路
VERTEX 706 交通西路
VERTEX 707 平江小区
VERTEX 708 金桥开发区
VERTEX 709 张江地铁站
VERTEX 710 祖冲之路
VERTEX 711 新建宫门
VERTEX 712 花乡政府
VERTEX 713 四合庄
VERTEX 714 浦东体育公园
VERTEX 715 善家坟
VERTEX 716 五路
VERTEX 717 平塘路
VERTEX 718 三林水泥厂
VERTEX 719 三林中学
VERTEX 720 叶家宅
VERTEX 721 联明路
VERTEX 722 芙蓉江路
VERTEX 723 开鲁新村
VERTEX 724 孙家宅
VERTEX 725 秦城
VERTEX 726 象房
VERTEX 727 内江路
VERTEX 728 新径路
VERTEX 729 锦绣路
VERTEX 730 梅花路
VERTEX 731 号上村
VERTEX 732 新镇路吴中路
VERTEX 733 天山西路
VERTEX 734 鲁迅公园
VERTEX 735 周家嘴路
VERTEX 736 晋元路
VERTEX 737 治矿厂
VERTEX 738 良乡大南关
VERTEX 739 良乡东关
VERTEX 740 上海游泳馆
VERTEX 741 凤城路
VERTEX 742 控江新村
VERTEX 743 浙江路
VERTEX 744 茶坞火车站
VERTEX 745 铁路道口
VERTEX 746 巨峰路
VERTEX 747 福建路
VERTEX 748 浙江南路
VERTEX 749 八九零零四
VERTEX 750 机科院度假村
VERTEX 751 大辛庄道口
VERTEX 752 黄垡
VERTEX 753 河人民医院
VERTEX 754 香河商贸城
VERTEX 755 虹漕路
VERTEX 756 虹漕路宜山路
VERTEX 757 三江路
VERTEX 758 花家浜路
VERTEX 759 绿地医院
VERTEX 760 长江南路
VERTEX 761 机械厂
VERTEX 762 栅桥
VERTEX 763 农民新村
VERTEX 764 至丰庄
VERTEX 765 杨家宅
VERTEX 766 保定路
VERTEX 767 海门路
VERTEX 768 普安路
VERTEX 769 海高路
VERTEX 770 兰陵路
VERTEX 771 金陵路外滩
VERTEX 772 六灶
VERTEX 773 瓦屑
VERTEX 774 海虹村
VERTEX 775 招呼站
VERTEX 776 高桥镇
VERTEX 777 溪翁庄
VERTEX 778 云峰宾馆
VERTEX 779 北海后门
VERTEX 780 东宫房
VERTEX 781 水峪
VERTEX 782 中山
VERTEX 783 长江西路
VERTEX 784 通河新村
VERTEX 785 顾家宅
VERTEX 786 虹二村
VERTEX 787 小木桥南洋中学
VERTEX 788 斜土路
VERTEX 789 京燕饭店
VERTEX 790 京原路口
VERTEX 791 上海优育馆
VERTEX 792 天钥桥路
VERTEX 793 开关厂
VERTEX 794 苏庄
VERTEX 795 杏山路
VERTEX 796 白玉路
VERTEX 797 西谈家渡路
VERTEX 798 曹溪北路
VERTEX 799 天钥路
VERTEX 800 便民街
VERTEX 801 顺义医院
VERTEX 802 棉坊新村
VERTEX 803 洵阳路
VERTEX 804 高陵路
VERTEX 805 嘉利坊
VERTEX 806 华东理东大学
VERTEX 807 上中路
VERTEX 808 宝杨码头
VERTEX 809 凇宝路
VERTEX 810 黄兴路周家嘴路
VERTEX 811 普善路
VERTEX 812 小庄科
VERTEX 813 妫河漂流
VERTEX 814 上湾火车站北广场
VERTEX 815 潘川路
VERTEX 816 裕德路
VERTEX 817 汉中路地铁
VERTEX 818 上海火车站
VERTEX 819 四惠
VERTEX 820 通州
VERTEX 821 国顺东路
VERTEX 822 浣沙浜
VERTEX 823 沪星村
VERTEX 824 万航渡路
VERTEX 825 愚园路
VERTEX 826 澳门路
VERTEX 827 双桥门
VERTEX 828 亦庄管委会
VERTEX 829 闵行中心医院
VERTEX 830 延平路
VERTEX 831 高境新村
VERTEX 832 江湾镇
VERTEX 833 密云路
VERTEX 834 曲阳新村
VERTEX 835 浦东图书馆
VERTEX 836 上海科技城
VERTEX 837 东武威路
VERTEX 838 祁连山路
VERTEX 839 机场新村
VERTEX 840 豫园
VERTEX 841 柳州路
VERTEX 842 市六医院
VERTEX 843 仙霞新村
VERTEX 844 柳营路
VERTEX 845 一百沪店
VERTEX 846 太仓路
VERTEX 847 嵩山路
VERTEX 848 桂巷新村
VERTEX 849 梅川路
VERTEX 850 海阳新村
VERTEX 851 灵岩路
VERTEX 852 通北路
VERTEX 853 汉口路
VERTEX 854 华东理工大学
VERTEX 855 老沪闵路
VERTEX 856 杨行镇
VERTEX 857 蕴川路
VERTEX 858 西拨子
VERTEX 859 营城子
VERTEX 860 娄山关路
VERTEX 861 华池路
VERTEX 862 政本路
VERTEX 863 崂山西路
VERTEX 864 北马村
VERTEX 865 东安路
VERTEX 866 小木桥路
VERTEX 867 长椿街
VERTEX 868 佟麟阁路南口
VERTEX 869 正大综艺
VERTEX 870 第一警校
VERTEX 871 丁浜
VERTEX 872 北苑家园
VERTEX 873 大羊坊东站
VERTEX 874 北京东路
VERTEX 875 福州路人民广场
VERTEX 876 北张华滨
VERTEX 877 张华滨
VERTEX 878 成寿寺路北口
VERTEX 879 方庄南口
VERTEX 880 吉浦路
VERTEX 881 金汇路
VERTEX 882 石门二路
VERTEX 883 屯佃
VERTEX 884 对面街
VERTEX 885 化工三村
VERTEX 886 凉城公园
VERTEX 887 大华三路
VERTEX 888 行知路
VERTEX 889 康定东路
VERTEX 890 黄村长途站
VERTEX 891 团河路西口
VERTEX 892 莲花路
VERTEX 893 莲花路宜山路
VERTEX 894 万里城
VERTEX 895 开鲁路
VERTEX 896 中原小区
VERTEX 897 大台
VERTEX 898 桃园
VERTEX 899 慕田峪道口
VERTEX 900 苇店
VERTEX 901 邓家屯
VERTEX 902 履磕村
VERTEX 903 小煤厂
VERTEX 904 小煤厂西站
VERTEX 905 飞虹路
VERTEX 906 铁岭路
VERTEX 907 延吉西路
VERTEX 908 川沙
VERTEX 909 黄楼镇
VERTEX 910 人造板厂
VERTEX 911 徐浦大桥
VERTEX 912 长青路
VERTEX 913 上浦路
VERTEX 914 圈门
VERTEX 915 西辛房
VERTEX 916 郝家町
VERTEX 917 马辛庄
VERTEX 918 孙桥农业园区
VERTEX 919 沔北路
VERTEX 920 桂林西街
VERTEX 921 空调器厂
VERTEX 922 御桥
VERTEX 923 闻喜路
VERTEX 924 遵义医院
VERTEX 925 顾村镇
VERTEX 926 盛宅村
VERTEX 927 峨山路
VERTEX 928 花木四街坊
VERTEX 929 番禺路
VERTEX 930 香花桥
VERTEX 931 古浪路
VERTEX 932 桃林路
VERTEX 933 杨高中路
VERTEX 934 丽泽桥
VERTEX 935 西局
VERTEX 936 颜化厂
VERTEX 937 西宝兴路
VERTEX 938 西藏北路
VERTEX 939 同南路
VERTEX 940 西塘桥
VERTEX 941 杨高路
VERTEX 942 康桥
VERTEX 943 三角地
VERTEX 944 严杨路
VERTEX 945 陈家桥
VERTEX 946 上海农产品市场
VERTEX 947 东坝
VERTEX 948 东岗子
VERTEX 949 共江路
VERTEX 950 周浦
VERTEX 951 栗园庄
VERTEX 952 西辛称
VERTEX 953 平利路
VERTEX 954 桂林路田林路
VERTEX 955 东胡林
VERTEX 956 军响
VERTEX 957 江湾体育场
VERTEX 958 五角场
VERTEX 959 桃浦六村
VERTEX 960 武威路
VERTEX 961 灵石路
VERTEX 962 志丹路
VERTEX 963 范巷村
VERTEX 964 华丰路
VERTEX 965 打浦路
VERTEX 966 二号桥
VERTEX 967 亮甲店
VERTEX 968 亮甲店西口
VERTEX 969 北门
VERTEX 970 小营房
VERTEX 971 蓬莱路
VERTEX 972 北张华浜
VERTEX 973 凇滨路
VERTEX 974 石龙路
VERTEX 975 延长西路新村路
VERTEX 976 东昌渡口
VERTEX 977 东方明珠
VERTEX 978 吴凇煤气厂
VERTEX 979 张家港
VERTEX 980 天平路徐家汇
VERTEX 981 陆家宅
VERTEX 982 西湖苑
VERTEX 983 西环路
VERTEX 984 淮路东路
VERTEX 985 浙江中路
VERTEX 986 古美新村
VERTEX 987 廖公庄
VERTEX 988 西黄庄
VERTEX 989 复兴中路陕西南路
VERTEX 990 茂名路
VERTEX 991 曲沃路
VERTEX 992 大北河
VERTEX 993 乔煤涧口
VERTEX 994 包头南路
VERTEX 995 沙岗路
VERTEX 996 华联吉买盛
VERTEX 997 少年宫
VERTEX 998 民生路
VERTEX 999 古北路
VERTEX 1000 遵义路招呼站
VERTEX 1001 鸿兴路
VERTEX 1002 边槐庄
VERTEX 1003 军庄
VERTEX 1004 靖宇东路
VERTEX 1005 康健新村
VERTEX 1006 胶州路
VERTEX 1007 余姚路
VERTEX 1008 大连路
VERTEX 1009 许昌路
VERTEX 1010 华漕镇
VERTEX 1011 六号桥
VERTEX 1012 龙虎台
VERTEX 1013 南口镇
VERTEX 1014 化工四村
VERTEX 1015 西黄村
VERTEX 1016 西下庄
VERTEX 1017 中林路
VERTEX 1018 潍坊十村
VERTEX 1019 庙泾路
